num_features,DenoisingGraphEncoder
36,0.5687433656073082
35,0.563471636966032
34,0.5663781543521617
33,0.5644374939687339
32,0.5624698436695832
31,0.553207025218734
30,0.5719619507527021
29,0.5655781069062018
28,0.5615642993277148
27,0.5591491290851776
26,0.561498256964102
25,0.5605650190588009
24,0.5569921472915593
23,0.5547202698790531
22,0.5597090818804684
21,0.5560385036026763
20,0.5547350967415079
19,0.5501619897548894
18,0.5531371630532681
17,0.5526265661187597
16,0.5508185433286157
15,0.543728589005404
14,0.549192061647581
13,0.548720416639861
12,0.5487741954291045
11,0.5430533385068192
10,0.5447143994467317
9,0.5431946711753731
8,0.5391116548185795
7,0.5407910608594957
6,0.527276400862069
5,0.5387268600424601
4,0.5215506686663665
3,0.5466240993309316
2,0.5292444029850747
1,0.5391291454902213
