num_features,NeuralNetwork,TeacherStudents,DAE,RandomForest,AdaBoost,LGBM,XGB,LogisticRegression
65,0.9995112414467254,0.9951124144672534,0.9914467253176932,0.987292277614858,0.9958455522971652,0.9973118279569894,0.9934017595307918,0.9965786901270771
64,0.9962732160312806,0.9933040078201367,0.9913734115347019,0.9852639296187682,0.9934017595307918,0.9964809384164225,0.9932306940371456,0.9931329423264907
63,0.9968352883675464,0.9936217008797653,0.9915933528836754,0.9853372434017598,0.9923264907135876,0.9969941348973608,0.9919843597262952,0.9953079178885631
62,0.9925708699902248,0.9919110459433039,0.9903470185728251,0.9847751710654938,0.9928885630498533,0.9923020527859236,0.9921309872922774,0.9907380254154449
61,0.9763196480938416,0.9899315738025416,0.9906524926686217,0.9845796676441836,0.9934506353861193,0.9918132942326491,0.9893206256109481,0.9910312805474095
60,0.9941348973607038,0.9898826979472141,0.9911045943304007,0.9858748778103618,0.9871823069403713,0.9862658846529815,0.9872678396871946,0.9889540566959921
59,0.9638440860215052,0.9906891495601174,0.9901759530791789,0.9838709677419354,0.990065982404692,0.9934261974584555,0.9805474095796676,0.9913489736070382
58,0.96858504398827,0.988514173998045,0.990909090909091,0.9828690127077225,0.9860459433040077,0.9928885630498533,0.9879276637341153,0.9902248289345064
57,0.9677297165200391,0.9840175953079179,0.9909335288367546,0.983724340175953,0.9827590420332356,0.9918866080156402,0.9796432062561093,0.9827712609970675
56,0.9666911045943303,0.9846285434995112,0.9899315738025415,0.9789100684261974,0.9845430107526882,0.9811827956989247,0.9759164222873901,0.9865591397849462
55,0.9698680351906159,0.9886119257086999,0.9885141739980451,0.9796676441837733,0.9860581622678396,0.992375366568915,0.9807429130009776,0.9793743890518083
54,0.9822458455522971,0.9900537634408602,0.9891129032258064,0.9794477028347996,0.9843352883675465,0.9898338220918864,0.9759775171065496,0.9892717497556207
53,0.9803885630498534,0.9792766373411534,0.9891862170087975,0.9835777126099705,0.978848973607038,0.9886852394916911,0.9760997067448681,0.9866080156402737
52,0.9702956989247312,0.9807429130009776,0.9908846529814272,0.9764173998044965,0.9708944281524925,0.9870478983382208,0.9799242424242424,0.9845552297165201
51,0.9696114369501465,0.9812072336265885,0.9882453567937439,0.975830889540567,0.9800219941348974,0.9823802541544475,0.9685483870967742,0.9857771260997069
50,0.9627932551319649,0.9732893450635386,0.9896627565982404,0.9793255131964808,0.9778714565004887,0.9844086021505378,0.9775415444770283,0.9744868035190615
49,0.96158357771261,0.9815738025415446,0.9894672531769306,0.9775415444770283,0.976282991202346,0.9702346041055717,0.9746578690127079,0.9752932551319647
48,0.9356793743890519,0.983553274682307,0.9894550342130988,0.9748778103616813,0.979313294232649,0.9840420332355816,0.9592497556207233,0.9821114369501467
47,0.9200146627565982,0.9814516129032258,0.9873900293255131,0.9679252199413488,0.9664833822091886,0.965811339198436,0.9472996089931573,0.9775415444770283
46,0.9239491691104595,0.9749511241446724,0.987414467253177,0.9685972629521016,0.9721285434995112,0.9668866080156404,0.9662878787878787,0.9517350928641252
45,0.9172043010752688,0.9772238514173998,0.9857038123167156,0.97316715542522,0.9595430107526882,0.9628421309872923,0.9523216031280548,0.9608870967741936
44,0.9427785923753665,0.9673998044965788,0.9874144672531768,0.9752443792766373,0.9692082111436949,0.975549853372434,0.9529814271749755,0.9857282502443793
43,0.9067570869990226,0.9624389051808405,0.9879276637341154,0.9713587487781037,0.9560850439882698,0.9807551319648095,0.9538367546432063,0.9620112414467252
42,0.9248044965786901,0.9728983382209189,0.9845307917888564,0.9717864125122189,0.9514418377321603,0.933272238514174,0.9256720430107526,0.9748533724340177
41,0.8659457478005865,0.9691348973607038,0.9845796676441838,0.9699902248289345,0.955058651026393,0.9688905180840663,0.9316715542521994,0.9687194525904204
40,0.861950146627566,0.979863147605083,0.9821236559139784,0.97866568914956,0.9615469208211145,0.9722018572825025,0.9641251221896383,0.9491324535679375
39,0.9280547409579668,0.971236559139785,0.985361681329423,0.9617668621700879,0.9586876832844574,0.9698069403714566,0.9456011730205279,0.9624633431085045
38,0.8970918866080156,0.9706500488758554,0.9853494623655914,0.9762463343108505,0.9659213098729229,0.9572336265884653,0.9057795698924732,0.95
37,0.914430596285435,0.9638318670576735,0.9854594330400781,0.9661901270772241,0.9572458455522972,0.952480449657869,0.9236314760508311,0.9620234604105573
36,0.880339687194526,0.9673264907135873,0.9872189638318671,0.9635997067448681,0.9600928641251223,0.9477272727272726,0.9184139784946236,0.9627077223851417
35,0.8463343108504399,0.9387707722385141,0.9788856304985337,0.9542888563049854,0.9457722385141741,0.9677052785923752,0.9395283479960899,0.9449657869012709
34,0.9013685239491691,0.9470918866080156,0.9761241446725318,0.9657624633431083,0.9457111436950146,0.9359481915933529,0.9259897360703814,0.9382453567937439
33,0.8338343108504398,0.960483870967742,0.9820625610948192,0.9591886608015641,0.9573558162267839,0.9542888563049854,0.8987047898338221,0.9179374389051809
