RandomForest,AdaBoost,LGBM,XGB
0.9829458181707734,0.9710718204889813,0.9787748837316504,0.981283258575003
0.91603967859272,0.8523664001799816,0.9060328907898795,0.9040846535089386
0.9702017256484385,0.9375268536483301,0.9674990195929787,0.9588264926536985
0.8233643742835264,0.8121815315499077,0.7921027975357615,0.7804917798144423
0.9317978915495349,0.9052344931587688,0.935168824173726,0.9359338766029912
0.771508308559238,0.7492897050657328,0.7637132199700846,0.7527041512229474
