num_features,DenoisingGraphEncoder
36,0.5784375309948093
35,0.5789985182602633
34,0.5755085152446874
33,0.5772452765162785
32,0.5731107317429928
31,0.5811640222771906
30,0.5714276697613887
29,0.5705787000163302
28,0.5764534624520739
27,0.5695009572699923
26,0.5736320957450325
25,0.5670252797422434
24,0.570999778590614
23,0.5669086641199578
22,0.551261382295865
21,0.5585072799606473
20,0.558369274789085
19,0.5594855387611694
18,0.5624148049743977
17,0.5564237274720959
16,0.5607480731873233
15,0.5559098272706234
14,0.5496113814442903
13,0.5483107265333602
12,0.5426559207975546
11,0.5432483662291576
10,0.5400299654060359
9,0.5407788500938235
8,0.5397362723676078
7,0.5404042574720659
6,0.5486040689234396
5,0.5418666113644127
4,0.5357035658933369
3,0.5374094200176125
2,0.5274579697861347
1,0.5285874582102307
