num_features,MeanGradientBoostingClassifier,GAT,GCN,DenoisingGraphEncoder,CompleteRandomForest,CompleteGradientBoostingClassifier,XGB,RandomForest,AdaBoost,LGBM
16,0.9362854784612523,0.5468012729068363,0.728198249991651,0.8038420984832942,0.9159466409667983,0.9383978454095679,0.9411566849078478,0.9165704511949005,0.9310254342816521,0.9397396934145676
15,0.9216123407077325,0.5503655790342511,0.7265657278899231,0.7917698796272882,0.9031696239008774,0.930563242191041,0.9317194977075273,0.9059166551367136,0.9231308355478796,0.9333194576310001
14,0.9033807413203307,0.5284719273469817,0.7213365163955935,0.78248953954933,0.8943746153369052,0.9100008826377989,0.914673853405789,0.8909843916240057,0.9230007061102391,0.9296165535140913
13,0.9057601658404858,0.6529838524992962,0.7212643547917691,0.7622291256160574,0.8867163607650801,0.9040414076403035,0.9144340502578734,0.8830345683901163,0.9144218245316056,0.9113620532540707
12,0.885697689397373,0.5932799059155817,0.7201895643586086,0.7633638519267745,0.8762893072008933,0.8917952852828497,0.8942615422783504,0.8786273431648052,0.8972233288326757,0.9127539372802351
11,0.8583612040133779,0.6328546414820682,0.7047579544749736,0.7457981669759874,0.8832056092824871,0.8678523036846549,0.8941436385669779,0.874142827494406,0.8985925505369778,0.8987833911421333
10,0.8339228717694264,0.5578889331533071,0.6960759593318671,0.7354855581372048,0.8577781859646277,0.8687663109079719,0.8697853997395025,0.8602346623791144,0.8780708042500202,0.8630523046388581
9,0.8533011250053674,0.6648180573380598,0.7070588957962585,0.7200538886158808,0.8603232243474445,0.8542748295554844,0.8615319013926592,0.8449550093273345,0.8507607979999905,0.8655465913482413
8,0.8255619063068049,0.6070498308675136,0.6959609182295716,0.7419236255898166,0.8565407039155721,0.8439315073068097,0.8318671009880771,0.8547427468642503,0.8388865762718334,0.8570864484086279
7,0.813826222930453,0.5940908592121146,0.6699361041798865,0.7080249070844803,0.8290192820576434,0.8143048153855696,0.812583671677823,0.8142281809550618,0.8391652035553605,0.8604639692937466
6,0.7832467592879737,0.6640814126021595,0.6805304414620299,0.6780400908401281,0.7988746368064734,0.8125233183364425,0.7715185902604498,0.8175745709664646,0.7811931951011217,0.8395848143359462
5,0.7304942413847394,0.6411302654115716,0.6267539444367578,0.6344764287997556,0.8022910414648925,0.7562573652546052,0.7881649005958998,0.79394892151203,0.81288645222544,0.8046833477258956
4,0.7306853801783406,0.6220065458327568,0.6320711215225263,0.6780865485999457,0.7932514587378756,0.7369014761520809,0.7745921378441691,0.7449406366442589,0.7744158488351567,0.7728950877628233
3,0.7142013439949617,0.6269498542454879,0.6212860032729164,0.6274970300430823,0.770468370555203,0.6848473752260269,0.6879587927423317,0.697584196489487,0.6708134938620891,0.7734082104399354
2,0.627437332716282,0.5970546734478696,0.5725255726410908,0.5846028607006712,0.6830333756363342,0.6014236112767714,0.6718294218960968,0.6440442225392298,0.6938038230144228,0.7000917227658529
1,0.596441955829942,0.573613602641234,0.5627659244557464,0.6203129547373795,0.5995819994370202,0.6100490698906007,0.5751891111121712,0.6062964875786621,0.613677009432297,0.6741513556839489
