num_features,CompleteRandomForest,XGB,DenoisingGraphEncoder,DAE,RandomForest,AdaBoost,LGBM
60,0.8235294117647058,0.8823529411764707,0.6764705882352942,0.5294117647058824,0.8235294117647058,0.8823529411764707,0.9117647058823529
59,0.8382352941176471,0.8794117647058824,0.7000000000000001,0.5294117647058824,0.8470588235294118,0.8705882352941178,0.9029411764705882
58,0.876470588235294,0.8705882352941178,0.75,0.5294117647058824,0.8441176470588234,0.85,0.8911764705882353
57,0.8617647058823529,0.8764705882352942,0.7294117647058824,0.5294117647058824,0.8294117647058823,0.8176470588235295,0.9
56,0.8617647058823531,0.8499999999999999,0.7294117647058824,0.5294117647058824,0.8617647058823529,0.8117647058823529,0.8941176470588236
55,0.8558823529411764,0.8617647058823529,0.7382352941176471,0.5294117647058824,0.8529411764705882,0.8147058823529412,0.8470588235294118
54,0.8647058823529411,0.8470588235294116,0.7764705882352941,0.5294117647058824,0.8735294117647058,0.8264705882352941,0.8323529411764705
53,0.8852941176470589,0.8323529411764705,0.7705882352941177,0.5294117647058824,0.8529411764705881,0.7823529411764706,0.8676470588235293
52,0.85,0.8294117647058824,0.7705882352941176,0.5294117647058824,0.8882352941176471,0.788235294117647,0.8176470588235294
51,0.8735294117647058,0.8176470588235294,0.7294117647058823,0.5294117647058824,0.8294117647058824,0.7529411764705881,0.8411764705882353
50,0.8617647058823529,0.8235294117647058,0.7794117647058824,0.5294117647058824,0.8617647058823529,0.7764705882352942,0.8470588235294118
49,0.8617647058823529,0.8352941176470589,0.7647058823529411,0.5294117647058824,0.8764705882352942,0.6529411764705882,0.8117647058823529
48,0.8794117647058824,0.8176470588235294,0.7823529411764705,0.5294117647058824,0.8176470588235295,0.7323529411764704,0.8117647058823529
47,0.8558823529411764,0.7588235294117647,0.7823529411764706,0.5294117647058824,0.7764705882352941,0.6794117647058824,0.7941176470588234
46,0.8676470588235293,0.8,0.7735294117647058,0.5294117647058824,0.8382352941176471,0.6941176470588235,0.761764705882353
45,0.8411764705882353,0.7794117647058824,0.7970588235294118,0.5294117647058824,0.8058823529411765,0.7,0.7676470588235295
44,0.8235294117647058,0.7911764705882354,0.8058823529411765,0.5294117647058824,0.7205882352941175,0.6882352941176471,0.7411764705882352
43,0.8352941176470589,0.7794117647058825,0.7617647058823529,0.5294117647058824,0.8058823529411765,0.7117647058823529,0.7323529411764704
42,0.7911764705882354,0.776470588235294,0.7999999999999999,0.5294117647058824,0.7235294117647059,0.6382352941176471,0.7647058823529411
41,0.8529411764705882,0.7499999999999999,0.7676470588235293,0.5294117647058824,0.7441176470588236,0.6382352941176471,0.7088235294117646
40,0.7588235294117647,0.7588235294117647,0.7882352941176471,0.5294117647058824,0.6794117647058824,0.6500000000000001,0.7470588235294117
39,0.7794117647058822,0.738235294117647,0.8058823529411765,0.5294117647058824,0.7176470588235294,0.6235294117647059,0.7705882352941177
38,0.7441176470588236,0.7205882352941176,0.75,0.5294117647058824,0.7411764705882353,0.6794117647058824,0.6794117647058824
37,0.7029411764705882,0.7058823529411764,0.7911764705882353,0.5294117647058824,0.5764705882352941,0.5794117647058823,0.6676470588235295
36,0.7029411764705882,0.6911764705882353,0.7970588235294118,0.5294117647058824,0.5529411764705883,0.5411764705882354,0.7352941176470589
