num_features,DenoisingGraphEncoder
36,0.5534999999999999
35,0.5566
34,0.55135
33,0.55135
32,0.5533499999999999
31,0.5477000000000001
30,0.5561
29,0.5511
28,0.5516500000000001
27,0.5516
26,0.5454999999999999
25,0.54695
24,0.546
23,0.5413500000000001
22,0.54365
21,0.5378000000000001
20,0.5416000000000001
19,0.54715
18,0.549
17,0.5475
16,0.5435000000000001
15,0.5377500000000002
14,0.5347000000000002
13,0.5456500000000001
12,0.5414000000000001
11,0.54065
10,0.5443500000000001
9,0.5405
8,0.5366500000000001
7,0.5422500000000001
6,0.5330000000000001
5,0.53885
4,0.5399499999999999
3,0.5264
2,0.53425
1,0.5339
