num_features,NeuralNetwork,TeacherStudents,DAE,RandomForest,AdaBoost,LGBM,XGB,LogisticRegression
65,0.9609375,0.9375,0.9375,0.9296875,0.9375,0.921875,0.9296875,0.9453125
64,0.95,0.93671875,0.93828125,0.93046875,0.93515625,0.92109375,0.92890625,0.9421875
63,0.9421875,0.93203125,0.9421875,0.93203125,0.9328125,0.92265625,0.921875,0.9265625
62,0.93359375,0.9296875,0.9359375,0.9296875,0.93515625,0.9125,0.921875,0.9328125
61,0.9078125,0.921875,0.94296875,0.93203125,0.89453125,0.9234375,0.9265625,0.92734375
60,0.9109375,0.9390625,0.94375,0.93359375,0.92734375,0.92109375,0.91640625,0.9359375
59,0.90078125,0.91953125,0.9390625,0.93046875,0.80703125,0.90625,0.8921875,0.93671875
58,0.90703125,0.89921875,0.93984375,0.93125,0.83515625,0.9234375,0.9078125,0.92890625
57,0.88125,0.921875,0.94296875,0.92578125,0.9046875,0.9265625,0.89765625,0.90078125
56,0.890625,0.8796875,0.92734375,0.9328125,0.815625,0.921875,0.8875,0.890625
55,0.87421875,0.915625,0.9421875,0.91171875,0.83828125,0.9046875,0.91171875,0.89921875
54,0.87109375,0.91953125,0.94453125,0.93125,0.8453125,0.8921875,0.9140625,0.87421875
53,0.84140625,0.9109375,0.921875,0.9234375,0.859375,0.91328125,0.90390625,0.9125
52,0.85390625,0.90859375,0.9265625,0.91015625,0.8109375,0.8921875,0.878125,0.87265625
51,0.8671875,0.915625,0.9375,0.90625,0.74765625,0.896875,0.8671875,0.8984375
50,0.8796875,0.8640625,0.93046875,0.92890625,0.7171875,0.8984375,0.896875,0.90234375
49,0.86328125,0.896875,0.92734375,0.88359375,0.84453125,0.90546875,0.84140625,0.8421875
48,0.8234375,0.85,0.928125,0.9296875,0.74453125,0.87890625,0.8625,0.85390625
47,0.80859375,0.8703125,0.9296875,0.91484375,0.73828125,0.89609375,0.8484375,0.859375
46,0.83359375,0.87890625,0.91640625,0.8984375,0.7140625,0.88046875,0.89296875,0.8640625
45,0.85,0.86484375,0.92890625,0.9171875,0.809375,0.8609375,0.83984375,0.8875
44,0.8296875,0.86640625,0.9328125,0.896875,0.73359375,0.89609375,0.853125,0.8453125
43,0.76484375,0.8578125,0.9296875,0.9078125,0.753125,0.8625,0.859375,0.85390625
42,0.81015625,0.86796875,0.92578125,0.8953125,0.73828125,0.80625,0.84375,0.85078125
41,0.79765625,0.89609375,0.92421875,0.88203125,0.72421875,0.86171875,0.8203125,0.83984375
40,0.778125,0.87578125,0.92890625,0.89375,0.75390625,0.83125,0.80625,0.84140625
39,0.78203125,0.8265625,0.9234375,0.87578125,0.66640625,0.8515625,0.846875,0.846875
38,0.8109375,0.87109375,0.921875,0.8921875,0.6875,0.8515625,0.8515625,0.840625
37,0.7796875,0.83125,0.9125,0.88984375,0.63046875,0.853125,0.7859375,0.765625
36,0.81796875,0.8265625,0.91640625,0.83359375,0.7765625,0.87578125,0.803125,0.84921875
35,0.77265625,0.8265625,0.90625,0.85859375,0.6953125,0.81640625,0.8265625,0.8515625
34,0.7,0.82578125,0.9,0.8859375,0.69921875,0.84765625,0.8578125,0.79296875
33,0.78046875,0.834375,0.903125,0.88515625,0.6171875,0.8265625,0.80625,0.82265625
32,0.76015625,0.81953125,0.903125,0.8765625,0.70078125,0.77734375,0.7046875,0.82109375
31,0.77578125,0.8296875,0.9078125,0.86484375,0.7296875,0.76171875,0.77421875,0.72421875
30,0.77890625,0.81484375,0.89921875,0.871875,0.66171875,0.7953125,0.80390625,0.7421875
29,0.77734375,0.7984375,0.896875,0.846875,0.69453125,0.76796875,0.7765625,0.7859375
28,0.71171875,0.7953125,0.90546875,0.8375,0.65859375,0.8,0.7203125,0.753125
27,0.73515625,0.790625,0.89921875,0.821875,0.65625,0.73515625,0.76328125,0.771875
26,0.653125,0.7796875,0.878125,0.8171875,0.6609375,0.80078125,0.7234375,0.74296875
25,0.671875,0.809375,0.88359375,0.85234375,0.61171875,0.77109375,0.70234375,0.75390625
24,0.72109375,0.771875,0.88125,0.8234375,0.7171875,0.68359375,0.746875,0.70078125
23,0.73515625,0.7421875,0.87578125,0.84609375,0.6578125,0.7296875,0.72734375,0.77109375
22,0.71328125,0.76796875,0.86171875,0.78359375,0.615625,0.72578125,0.69375,0.6796875
21,0.70234375,0.69140625,0.8703125,0.809375,0.60703125,0.7734375,0.7171875,0.7671875
20,0.68359375,0.73671875,0.8796875,0.82734375,0.615625,0.68046875,0.70625,0.71171875
19,0.6796875,0.71640625,0.8640625,0.74609375,0.57734375,0.659375,0.72109375,0.7546875
18,0.7421875,0.76484375,0.83046875,0.79609375,0.61484375,0.7203125,0.66953125,0.69609375
17,0.64375,0.7125,0.83359375,0.7625,0.6609375,0.7484375,0.65,0.73984375
16,0.66796875,0.76796875,0.80859375,0.7203125,0.60625,0.67890625,0.72265625,0.72265625
15,0.65546875,0.66171875,0.83359375,0.665625,0.5890625,0.696875,0.66953125,0.67109375
14,0.66796875,0.7265625,0.82578125,0.71484375,0.6015625,0.65625,0.6890625,0.65078125
13,0.6609375,0.72109375,0.7828125,0.684375,0.58671875,0.68828125,0.640625,0.696875
12,0.615625,0.646875,0.79140625,0.7046875,0.58046875,0.73359375,0.6046875,0.684375
11,0.559375,0.6234375,0.81015625,0.64765625,0.56875,0.6453125,0.63046875,0.63828125
10,0.5984375,0.7125,0.7890625,0.690625,0.578125,0.6328125,0.64921875,0.59296875
9,0.60390625,0.58828125,0.778125,0.6671875,0.5796875,0.6078125,0.64921875,0.7078125
8,0.584375,0.66328125,0.759375,0.60625,0.5671875,0.62734375,0.59140625,0.61328125
7,0.621875,0.66796875,0.7265625,0.63046875,0.57109375,0.65,0.64375,0.66953125
6,0.5625,0.6640625,0.76015625,0.65859375,0.5703125,0.64765625,0.61875,0.64765625
5,0.5765625,0.5734375,0.73359375,0.58203125,0.56171875,0.58203125,0.5921875,0.58828125
4,0.54921875,0.57734375,0.6953125,0.46015625,0.56171875,0.64453125,0.5546875,0.55078125
3,0.52890625,0.5328125,0.68984375,0.5953125,0.57109375,0.59765625,0.5546875,0.58984375
2,0.50625,0.525,0.66015625,0.49921875,0.56171875,0.56015625,0.5625,0.56328125
1,0.4578125,0.4859375,0.5078125,0.4734375,0.5546875,0.58359375,0.5546875,0.565625
