num_features,MeanGradientBoostingClassifier,GAT,GCN,DenoisingGraphEncoder,CompleteRandomForest,CompleteGradientBoostingClassifier,XGB,RandomForest,AdaBoost,LGBM
24,0.7532467532467532,0.3311688311688311,0.6233766233766234,0.6558441558441558,0.7662337662337662,0.7532467532467532,0.6688311688311688,0.7402597402597404,0.7467532467532468,0.6753246753246753
23,0.7415584415584415,0.34285714285714286,0.635064935064935,0.6512987012987013,0.7675324675324674,0.7532467532467532,0.6688311688311688,0.724025974025974,0.7370129870129871,0.674025974025974
22,0.7318181818181818,0.335064935064935,0.6402597402597403,0.653896103896104,0.748051948051948,0.7214285714285713,0.6688311688311688,0.7396103896103896,0.7344155844155844,0.6753246753246753
21,0.7136363636363635,0.374025974025974,0.6389610389610391,0.6642857142857144,0.7201298701298702,0.7383116883116883,0.6688311688311688,0.7253246753246753,0.7149350649350649,0.6714285714285714
20,0.7298701298701298,0.3564935064935065,0.6298701298701299,0.6577922077922078,0.7454545454545454,0.7162337662337661,0.6688311688311688,0.7337662337662338,0.7142857142857142,0.6688311688311688
19,0.7168831168831169,0.35324675324675325,0.6532467532467532,0.6623376623376622,0.7292207792207791,0.7214285714285713,0.6688311688311688,0.7207792207792207,0.6987012987012986,0.6727272727272726
18,0.698051948051948,0.38766233766233765,0.6512987012987013,0.6668831168831167,0.725974025974026,0.714935064935065,0.6688311688311688,0.7168831168831168,0.6954545454545454,0.6688311688311688
17,0.6889610389610389,0.37077922077922076,0.6435064935064936,0.67012987012987,0.7038961038961038,0.7,0.6688311688311688,0.7077922077922079,0.6987012987012987,0.672077922077922
16,0.6876623376623376,0.4525974025974026,0.6558441558441559,0.6655844155844155,0.7201298701298701,0.6909090909090908,0.6688311688311688,0.7090909090909092,0.685064935064935,0.6681818181818181
15,0.6889610389610389,0.40909090909090917,0.6714285714285714,0.6545454545454545,0.6922077922077923,0.698051948051948,0.6688311688311688,0.6967532467532467,0.6974025974025974,0.6688311688311688
14,0.6811688311688311,0.42727272727272725,0.6506493506493506,0.6694805194805195,0.6948051948051948,0.6857142857142856,0.6688311688311688,0.6954545454545453,0.7012987012987013,0.6688311688311688
13,0.6688311688311688,0.47727272727272724,0.6668831168831167,0.674025974025974,0.6902597402597402,0.6805194805194804,0.6688311688311688,0.6954545454545454,0.6896103896103897,0.6694805194805193
12,0.6883116883116883,0.4487012987012987,0.6668831168831167,0.672077922077922,0.6928571428571428,0.6792207792207792,0.6688311688311688,0.6759740259740259,0.683116883116883,0.6688311688311688
11,0.698051948051948,0.4824675324675325,0.6590909090909091,0.6694805194805195,0.6935064935064934,0.683116883116883,0.6688311688311688,0.6733766233766232,0.6766233766233765,0.6694805194805193
10,0.6805194805194804,0.45779220779220786,0.6616883116883117,0.6727272727272726,0.7045454545454546,0.6941558441558441,0.6688311688311688,0.6772727272727271,0.674025974025974,0.6688311688311688
9,0.6779220779220778,0.5175324675324675,0.6785714285714286,0.6714285714285714,0.6857142857142856,0.6759740259740259,0.6688311688311688,0.688961038961039,0.6714285714285714,0.6688311688311688
8,0.6688311688311688,0.5396103896103897,0.6584415584415584,0.6662337662337661,0.67012987012987,0.685064935064935,0.6688311688311688,0.6688311688311688,0.6727272727272726,0.6688311688311688
7,0.6688311688311688,0.6259740259740261,0.6642857142857143,0.67012987012987,0.6688311688311688,0.6759740259740259,0.6688311688311688,0.6714285714285714,0.6766233766233766,0.6688311688311688
6,0.6733766233766233,0.5214285714285714,0.6668831168831169,0.6649350649350648,0.6902597402597401,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688
5,0.6688311688311688,0.5980519480519482,0.6662337662337662,0.6688311688311688,0.6792207792207792,0.6688311688311688,0.6688311688311688,0.6753246753246753,0.6688311688311688,0.6688311688311688
4,0.6733766233766232,0.6538961038961039,0.6662337662337661,0.6675324675324674,0.672077922077922,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688
3,0.6733766233766233,0.6694805194805193,0.6668831168831167,0.672077922077922,0.6688311688311688,0.6759740259740259,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688
2,0.6688311688311688,0.6376623376623376,0.6681818181818181,0.6772727272727271,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688
1,0.6688311688311688,0.6733766233766232,0.6681818181818181,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688,0.6688311688311688
