num_features,DAE_Dynamic_TYPE_LIGHTNING,DAE,NeuralNetwork,TeacherStudents,RandomForest,AdaBoost,LGBM,XGB,LogisticRegression
60,0.8484848484848484,0.9545454545454547,0.8977272727272727,0.8712121212121213,0.9015151515151517,0.8598484848484848,0.8901515151515152,0.9015151515151516,0.8598484848484848
59,0.8393939393939395,0.9526515151515152,0.8958333333333333,0.8799242424242424,0.8950757575757576,0.8545454545454545,0.8878787878787879,0.9018939393939395,0.8587121212121211
58,0.8200757575757576,0.9511363636363637,0.8905303030303029,0.8742424242424243,0.8962121212121212,0.8530303030303031,0.8837121212121213,0.8950757575757576,0.862121212121212
57,0.8181818181818181,0.9462121212121213,0.8803030303030303,0.8738636363636363,0.884090909090909,0.840530303030303,0.8753787878787879,0.8924242424242426,0.868560606060606
56,0.8215909090909091,0.953409090909091,0.8859848484848485,0.8852272727272726,0.884848484848485,0.8477272727272727,0.8818181818181818,0.8939393939393939,0.8602272727272726
55,0.8185606060606061,0.9503787878787879,0.8818181818181818,0.8742424242424243,0.8875,0.8522727272727273,0.8787878787878787,0.8992424242424244,0.8609848484848485
54,0.7984848484848485,0.9390151515151516,0.8829545454545455,0.8776515151515152,0.8803030303030303,0.8382575757575758,0.8810606060606061,0.8897727272727272,0.8704545454545454
53,0.7738636363636363,0.946969696969697,0.8636363636363636,0.8890151515151515,0.8765151515151516,0.8443181818181819,0.8916666666666668,0.890151515151515,0.8492424242424242
52,0.8,0.9382575757575757,0.8704545454545455,0.8696969696969697,0.8625,0.8412878787878787,0.8856060606060607,0.8924242424242423,0.8571969696969697
51,0.7776515151515152,0.9462121212121213,0.8602272727272726,0.8757575757575757,0.8723484848484849,0.8079545454545454,0.875,0.8795454545454545,0.859848484848485
50,0.8094696969696971,0.9386363636363637,0.853409090909091,0.8632575757575758,0.8363636363636363,0.8405303030303031,0.8643939393939395,0.8962121212121211,0.8541666666666666
49,0.7693181818181819,0.9412878787878789,0.8672348484848484,0.868560606060606,0.8621212121212123,0.8234848484848485,0.8643939393939395,0.884090909090909,0.8594696969696969
48,0.7833333333333333,0.9420454545454545,0.8496212121212121,0.8708333333333332,0.8643939393939395,0.825,0.856439393939394,0.8852272727272726,0.8454545454545453
47,0.7310606060606062,0.9363636363636363,0.8719696969696968,0.8647727272727271,0.8503787878787878,0.8234848484848485,0.8541666666666666,0.8712121212121213,0.8390151515151516
46,0.7454545454545454,0.9454545454545455,0.8450757575757576,0.856818181818182,0.8386363636363636,0.828409090909091,0.8492424242424242,0.8859848484848485,0.8553030303030302
45,0.7606060606060606,0.9325757575757574,0.8272727272727274,0.8731060606060606,0.8488636363636364,0.8325757575757576,0.8375,0.8670454545454547,0.8371212121212122
