num_features,DAE_Dynamic_TYPE_LIGHTNING,DAE,NeuralNetwork,TeacherStudents,RandomForest,AdaBoost,LGBM,XGB,LogisticRegression
60,0.6818269230769232,0.9792307692307691,0.976153846153846,0.9774999999999998,0.9846153846153847,0.973076923076923,0.984423076923077,0.9823076923076923,0.9798076923076924
59,0.6774134615384615,0.9789615384615384,0.9754999999999999,0.9755576923076923,0.9845576923076924,0.9722499999999998,0.984576923076923,0.982173076923077,0.9794807692307692
58,0.6911826923076922,0.9794615384615385,0.9745769230769229,0.9722115384615385,0.9840576923076922,0.9712499999999998,0.983,0.9824038461538462,0.976576923076923
57,0.6673557692307692,0.9799423076923078,0.9637115384615382,0.9750192307692309,0.9837115384615384,0.9707115384615383,0.9829038461538462,0.9820576923076922,0.9759615384615383
56,0.663201923076923,0.9779423076923075,0.9711538461538461,0.9687692307692307,0.9835576923076923,0.9721826923076922,0.9818653846153846,0.9820769230769232,0.9795769230769229
55,0.6435192307692308,0.9789615384615387,0.9534807692307691,0.9725576923076924,0.98425,0.9697596153846153,0.9836153846153847,0.9783461538461538,0.9708846153846153
54,0.6816442307692308,0.9786923076923078,0.953346153846154,0.9704423076923078,0.9830769230769232,0.9710096153846154,0.9795,0.9818076923076923,0.9548653846153845
53,0.657048076923077,0.9791923076923077,0.9375961538461539,0.9611538461538462,0.9832307692307692,0.9719423076923077,0.9826923076923076,0.9777692307692307,0.9710576923076923
52,0.6740673076923077,0.9803461538461539,0.9549999999999998,0.9647115384615385,0.9846730769230769,0.9712980769230768,0.9814807692307692,0.9811153846153845,0.9737307692307692
51,0.6549519230769232,0.9810384615384617,0.9397211538461537,0.9643269230769231,0.982826923076923,0.9634711538461538,0.9812115384615383,0.9790769230769231,0.9749615384615385
50,0.6879807692307692,0.9786730769230768,0.9401057692307692,0.9677307692307693,0.9824423076923076,0.9677403846153846,0.9789038461538462,0.9731538461538461,0.9687692307692309
49,0.6489615384615384,0.9798653846153845,0.9308365384615384,0.9628076923076924,0.9829038461538462,0.9690192307692307,0.9817115384615385,0.9785961538461538,0.9682884615384616
48,0.6481634615384616,0.9786346153846154,0.9440576923076923,0.9670192307692309,0.9824423076923077,0.96675,0.9670192307692307,0.9718461538461538,0.9543076923076924
47,0.6776923076923077,0.9768076923076923,0.9328846153846154,0.9480769230769232,0.982423076923077,0.9679134615384616,0.9777307692307691,0.9802115384615384,0.9391346153846154
46,0.6542884615384617,0.9789807692307694,0.9166442307692307,0.9624038461538461,0.9807692307692306,0.9608557692307691,0.9785961538461537,0.9759423076923077,0.9624038461538461
45,0.676923076923077,0.9787115384615387,0.9207692307692307,0.9517307692307693,0.9785192307692308,0.9674423076923077,0.9723076923076924,0.9738846153846152,0.9614230769230769
44,0.6253846153846154,0.9787692307692308,0.8741730769230769,0.9510769230769232,0.9837884615384616,0.9596442307692307,0.9779615384615387,0.9765961538461537,0.9335576923076925
43,0.6890288461538462,0.9780576923076924,0.8979999999999999,0.9446730769230769,0.9821923076923078,0.9640961538461539,0.9775961538461537,0.968153846153846,0.9579038461538462
42,0.7012884615384615,0.9774038461538463,0.8265576923076923,0.9346538461538462,0.9781923076923077,0.9606153846153844,0.9738076923076925,0.9734230769230768,0.9465769230769231
41,0.5798076923076924,0.9768076923076923,0.9279807692307692,0.9542884615384615,0.9806730769230769,0.9630673076923078,0.9649615384615385,0.9553461538461537,0.9164615384615387
40,0.6473269230769232,0.9800384615384615,0.9066153846153846,0.9457884615384616,0.9812115384615385,0.9486730769230769,0.9723269230769229,0.9760961538461539,0.9456730769230768
39,0.6304903846153846,0.9756730769230769,0.9082211538461538,0.9290384615384616,0.9809807692307693,0.9566538461538462,0.9646923076923077,0.9632115384615385,0.9265192307692308
38,0.5629519230769231,0.9803269230769232,0.8965865384615386,0.9497115384615386,0.9798076923076924,0.9515961538461539,0.9469423076923077,0.9729711538461536,0.9253846153846155
37,0.6608269230769231,0.9778461538461538,0.9322115384615385,0.9527692307692309,0.9784423076923078,0.9529711538461537,0.9698461538461538,0.9553076923076924,0.9550384615384615
36,0.626625,0.976,0.7989615384615385,0.9355384615384615,0.9785961538461538,0.9365384615384615,0.9644999999999999,0.9592307692307692,0.9244615384615384
35,0.6831346153846154,0.9755961538461537,0.8362788461538461,0.8981923076923076,0.97725,0.9405192307692307,0.9704615384615385,0.9627115384615385,0.9194423076923076
34,0.6110192307692307,0.9786923076923078,0.8354038461538462,0.951,0.9765192307692308,0.9355192307692308,0.9700192307692308,0.95075,0.9515576923076923
33,0.6341634615384615,0.976423076923077,0.9217115384615384,0.9477115384615384,0.9724807692307692,0.945701923076923,0.9416730769230769,0.9685576923076923,0.927673076923077
