num_features,DenoisingGraphEncoder
50,0.8640950690747122
49,0.8660685079961622
48,0.87891481365487
47,0.8772869968532353
46,0.8877171789479965
45,0.8899506733479488
44,0.8801743894133496
43,0.898734645230887
42,0.8860128679303436
41,0.8954514836522354
40,0.8904206995461301
39,0.8914206548054027
38,0.89204112169975
37,0.8942766045764792
36,0.884407359352552
35,0.8943477547611589
34,0.8908127401707107
33,0.8998717432478787
32,0.8952247972996485
31,0.8924171923702146
30,0.855456877395493
29,0.8762985996152297
28,0.8684769262125981
27,0.8827320676678647
26,0.8691173400146152
25,0.8721528740946217
24,0.8559793496686702
23,0.8471319950884624
22,0.8689396199026641
21,0.8400154231230023
20,0.8114933957715043
19,0.8075103525072207
18,0.852425320269041
17,0.7926725252163711
16,0.8270326582454676
15,0.8063472178724294
14,0.7947648377651509
13,0.8129791607633763
12,0.8066097589469028
11,0.8010756416566001
10,0.7168615373908203
9,0.7934257229355883
8,0.6930559283949511
7,0.7526938889137449
6,0.7283024249474297
5,0.7364735731436326
4,0.6887893407702365
3,0.5968060091768203
2,0.6398835622567224
1,0.5799763495543326
