num_features,DAE_Dynamic_TYPE_LIGHTNING,DAE,NeuralNetwork,TeacherStudents,RandomForest,AdaBoost,LGBM,XGB,LogisticRegression
34,0.7142857142857143,0.8928571428571429,0.875,0.8928571428571429,0.9285714285714286,0.9642857142857142,0.9642857142857142,0.9285714285714286,0.875
33,0.7142857142857143,0.9071428571428573,0.8660714285714285,0.8964285714285714,0.9232142857142858,0.9642857142857142,0.9589285714285714,0.9410714285714284,0.8678571428571429
32,0.7142857142857143,0.9035714285714287,0.8803571428571428,0.9,0.9214285714285715,0.9624999999999998,0.9517857142857142,0.9375,0.8928571428571429
31,0.7142857142857143,0.9089285714285715,0.8696428571428572,0.9017857142857142,0.9285714285714286,0.9607142857142856,0.9464285714285714,0.9321428571428572,0.8767857142857143
30,0.7142857142857143,0.9160714285714284,0.8821428571428571,0.9035714285714287,0.9267857142857144,0.9571428571428571,0.951785714285714,0.9303571428571429,0.8053571428571429
29,0.7142857142857143,0.9125000000000002,0.8732142857142857,0.9125000000000002,0.9267857142857144,0.9482142857142856,0.9410714285714284,0.925,0.8839285714285715
28,0.7142857142857143,0.9071428571428573,0.8767857142857144,0.9035714285714287,0.9214285714285715,0.9589285714285714,0.9303571428571429,0.925,0.8625
27,0.7142857142857143,0.9125000000000002,0.875,0.9053571428571429,0.9375,0.9589285714285714,0.9410714285714284,0.9321428571428572,0.8678571428571429
26,0.7142857142857143,0.9178571428571429,0.8625,0.8982142857142857,0.9267857142857144,0.9482142857142856,0.9428571428571427,0.9321428571428572,0.7660714285714286
25,0.7142857142857143,0.9107142857142858,0.8553571428571429,0.9000000000000001,0.925,0.9446428571428571,0.9303571428571429,0.925,0.8464285714285715
24,0.7142857142857143,0.9107142857142858,0.8392857142857142,0.8982142857142857,0.9160714285714286,0.9482142857142858,0.9321428571428572,0.9142857142857144,0.7839285714285714
23,0.7142857142857143,0.9071428571428571,0.825,0.9089285714285713,0.9321428571428572,0.9410714285714284,0.925,0.9285714285714286,0.6696428571428571
22,0.7142857142857143,0.9142857142857144,0.8535714285714286,0.8946428571428571,0.9214285714285715,0.9428571428571427,0.9285714285714285,0.9178571428571429,0.7142857142857143
21,0.7142857142857143,0.9053571428571429,0.8232142857142858,0.9000000000000001,0.9071428571428573,0.9517857142857142,0.9446428571428571,0.9017857142857142,0.7428571428571429
20,0.7142857142857143,0.8946428571428571,0.8053571428571429,0.9053571428571429,0.9232142857142855,0.9446428571428571,0.9089285714285713,0.8875,0.7249999999999999
19,0.7142857142857143,0.9107142857142858,0.7803571428571427,0.875,0.9089285714285715,0.9089285714285713,0.9303571428571429,0.9053571428571429,0.7767857142857143
18,0.7142857142857143,0.9125,0.8196428571428571,0.8767857142857143,0.9125000000000002,0.9267857142857142,0.9017857142857144,0.8946428571428573,0.6982142857142857
17,0.7142857142857143,0.9017857142857144,0.7571428571428572,0.8892857142857142,0.9035714285714287,0.875,0.9267857142857142,0.8732142857142857,0.7232142857142858
16,0.7142857142857143,0.9178571428571429,0.8125,0.8892857142857142,0.9125,0.9,0.9017857142857144,0.8857142857142858,0.4892857142857142
15,0.7142857142857143,0.9107142857142858,0.7821428571428573,0.8785714285714287,0.8839285714285715,0.8803571428571428,0.8642857142857142,0.8857142857142858,0.6982142857142857
14,0.7142857142857143,0.8857142857142856,0.7750000000000001,0.8517857142857143,0.8857142857142858,0.9107142857142856,0.8428571428571429,0.8339285714285714,0.5892857142857142
13,0.7142857142857143,0.8964285714285716,0.7714285714285715,0.8714285714285713,0.8857142857142858,0.9321428571428572,0.85,0.8232142857142856,0.4089285714285714
12,0.7142857142857143,0.8964285714285716,0.7464285714285713,0.8821428571428571,0.8642857142857142,0.9017857142857142,0.8410714285714285,0.8321428571428571,0.6303571428571428
11,0.7142857142857143,0.8678571428571429,0.7910714285714285,0.8571428571428571,0.8589285714285714,0.875,0.8571428571428571,0.8107142857142856,0.5178571428571429
10,0.7142857142857143,0.8875,0.7178571428571427,0.8267857142857142,0.8321428571428571,0.8196428571428571,0.8142857142857143,0.8142857142857143,0.5214285714285715
9,0.7142857142857143,0.8785714285714287,0.6375000000000001,0.8553571428571429,0.825,0.8732142857142857,0.8446428571428571,0.7625,0.48392857142857143
8,0.7142857142857143,0.8857142857142858,0.7482142857142857,0.8214285714285715,0.8339285714285716,0.8107142857142857,0.7946428571428572,0.8071428571428572,0.4767857142857143
7,0.7142857142857143,0.8446428571428571,0.5982142857142857,0.7892857142857143,0.7482142857142857,0.8017857142857142,0.8125,0.8303571428571429,0.5339285714285714
6,0.7142857142857143,0.8446428571428571,0.6892857142857143,0.8214285714285714,0.7875,0.7678571428571428,0.7678571428571429,0.7375,0.4125
5,0.7142857142857143,0.7928571428571429,0.6607142857142858,0.8482142857142856,0.7553571428571428,0.7660714285714285,0.7553571428571428,0.7678571428571429,0.3678571428571428
4,0.7142857142857143,0.7875,0.7214285714285714,0.7732142857142857,0.7178571428571429,0.7910714285714285,0.7410714285714286,0.7357142857142857,0.38571428571428573
3,0.7142857142857143,0.8125,0.7053571428571429,0.7839285714285714,0.7303571428571429,0.7214285714285715,0.7357142857142858,0.7142857142857143,0.41607142857142854
2,0.7142857142857143,0.7535714285714284,0.6857142857142857,0.7892857142857144,0.7142857142857143,0.7625,0.7142857142857143,0.7357142857142858,0.3821428571428571
1,0.7142857142857143,0.7321428571428571,0.7124999999999999,0.7482142857142857,0.7142857142857143,0.725,0.7142857142857143,0.7142857142857143,0.3410714285714286
