num_features,RandomForest,AdaBoost,LGBM,XGB,LogisticRegression,DAE
24,0.7341772151898736,0.7468354430379748,0.7215189873417722,0.7215189873417722,0.7341772151898736,0.7341772151898736
23,0.7303797468354432,0.7354430379746836,0.7240506329113925,0.7202531645569621,0.7341772151898734,0.7341772151898734
22,0.7379746835443038,0.730379746835443,0.7113924050632912,0.7253164556962026,0.7316455696202532,0.758227848101266
21,0.7367088607594937,0.7177215189873418,0.7075949367088608,0.7113924050632912,0.7316455696202532,0.7784810126582278
20,0.7329113924050634,0.7291139240506329,0.7037974683544304,0.7202531645569621,0.7253164556962026,0.7670886075949367
19,0.7278481012658228,0.7126582278481013,0.7025316455696202,0.6987341772151899,0.7253164556962026,0.7556962025316456
18,0.7151898734177216,0.6962025316455696,0.718987341772152,0.7037974683544304,0.7113924050632912,0.7506329113924051
17,0.7417721518987342,0.6886075949367088,0.6873417721518988,0.6873417721518987,0.7202531645569621,0.7341772151898733
16,0.7139240506329114,0.7000000000000001,0.6810126582278482,0.6949367088607595,0.7088607594936709,0.7367088607594936
15,0.7126582278481013,0.6253164556962025,0.6708860759493671,0.6683544303797468,0.7177215189873418,0.7291139240506329
14,0.7215189873417722,0.6329113924050632,0.6860759493670886,0.6974683544303797,0.6962025316455696,0.7050632911392405
13,0.7177215189873418,0.6151898734177215,0.6455696202531646,0.6734177215189874,0.7151898734177216,0.7227848101265824
12,0.7025316455696202,0.6329113924050633,0.669620253164557,0.6443037974683544,0.691139240506329,0.7012658227848101
11,0.6962025316455696,0.6037974683544304,0.6645569620253164,0.6354430379746836,0.7075949367088608,0.7202531645569621
10,0.6949367088607594,0.6037974683544304,0.6531645569620254,0.6278481012658228,0.6886075949367088,0.6974683544303797
9,0.6962025316455696,0.6405063291139241,0.6405063291139241,0.6759493670886076,0.7025316455696202,0.6936708860759493
8,0.6822784810126582,0.6164556962025316,0.6189873417721519,0.6265822784810127,0.7075949367088608,0.7088607594936709
7,0.6759493670886076,0.5177215189873418,0.6113924050632912,0.6379746835443039,0.6860759493670886,0.6405063291139241
6,0.6721518987341772,0.5835443037974685,0.6379746835443039,0.6278481012658228,0.6784810126582278,0.6772151898734177
5,0.6835443037974682,0.5329113924050632,0.6088607594936708,0.569620253164557,0.6620253164556962,0.6569620253164556
4,0.6683544303797468,0.5278481012658227,0.6594936708860759,0.6278481012658228,0.6822784810126583,0.6417721518987343
3,0.6569620253164556,0.459493670886076,0.6392405063291139,0.589873417721519,0.6645569620253164,0.6569620253164556
2,0.6670886075949367,0.43544303797468353,0.6151898734177215,0.5936708860759494,0.6582278481012658,0.6670886075949367
1,0.6683544303797468,0.3784810126582278,0.6582278481012658,0.6025316455696201,0.6620253164556962,0.6632911392405063
