num_features,RandomForest,AdaBoost,LGBM,XGB,LogisticRegression,DAE
60,0.8518518518518519,0.7777777777777778,0.888888888888889,0.888888888888889,0.7037037037037038,0.8148148148148147
59,0.8555555555555555,0.7777777777777778,0.888888888888889,0.888888888888889,0.7259259259259259,0.8185185185185185
58,0.8222222222222223,0.788888888888889,0.8814814814814815,0.874074074074074,0.7222222222222221,0.8148148148148147
57,0.8296296296296297,0.788888888888889,0.8777777777777779,0.8666666666666666,0.7407407407407407,0.8074074074074075
56,0.8407407407407408,0.7666666666666667,0.8851851851851851,0.8555555555555555,0.7407407407407408,0.8111111111111111
55,0.837037037037037,0.7703703703703704,0.8333333333333334,0.8592592592592592,0.7074074074074075,0.8185185185185185
54,0.8666666666666666,0.7814814814814814,0.8666666666666666,0.837037037037037,0.6851851851851851,0.8296296296296296
53,0.8444444444444444,0.7592592592592593,0.8592592592592594,0.8444444444444443,0.7296296296296296,0.8148148148148147
52,0.7962962962962964,0.737037037037037,0.8555555555555555,0.8296296296296296,0.7333333333333333,0.8148148148148149
51,0.825925925925926,0.7481481481481482,0.8777777777777779,0.8407407407407407,0.7222222222222222,0.8
50,0.8222222222222223,0.7407407407407407,0.8444444444444443,0.8592592592592594,0.662962962962963,0.8185185185185185
49,0.8148148148148147,0.7666666666666666,0.8629629629629629,0.8148148148148147,0.7074074074074074,0.8185185185185185
48,0.7814814814814814,0.7555555555555555,0.8444444444444444,0.8111111111111111,0.6925925925925926,0.8333333333333333
47,0.837037037037037,0.7148148148148147,0.837037037037037,0.8555555555555555,0.7555555555555556,0.8296296296296296
46,0.8074074074074075,0.7518518518518519,0.7962962962962963,0.7814814814814814,0.6814814814814815,0.8185185185185185
45,0.737037037037037,0.7333333333333334,0.8037037037037038,0.8148148148148149,0.7333333333333334,0.8
44,0.7814814814814814,0.725925925925926,0.7962962962962964,0.8074074074074075,0.7481481481481481,0.7814814814814814
43,0.8444444444444444,0.6703703703703704,0.8,0.7481481481481482,0.6740740740740739,0.8037037037037038
42,0.788888888888889,0.7555555555555555,0.8111111111111111,0.7925925925925925,0.6592592592592592,0.8222222222222222
41,0.8074074074074075,0.7333333333333333,0.8407407407407407,0.7592592592592592,0.7333333333333333,0.8444444444444444
40,0.762962962962963,0.7555555555555555,0.7777777777777777,0.7518518518518519,0.6888888888888889,0.8222222222222222
39,0.788888888888889,0.6888888888888889,0.8148148148148149,0.7555555555555555,0.6925925925925926,0.7925925925925925
38,0.8,0.6592592592592593,0.7814814814814814,0.711111111111111,0.6481481481481481,0.8148148148148147
37,0.7037037037037037,0.7037037037037036,0.788888888888889,0.7814814814814814,0.6666666666666667,0.825925925925926
36,0.7666666666666666,0.7185185185185186,0.8111111111111111,0.7777777777777778,0.6888888888888888,0.8481481481481481
35,0.7481481481481481,0.7185185185185186,0.8481481481481483,0.7074074074074075,0.6814814814814815,0.8333333333333333
34,0.6925925925925925,0.7296296296296296,0.7666666666666666,0.7185185185185186,0.6555555555555556,0.8296296296296296
33,0.611111111111111,0.6703703703703704,0.7481481481481481,0.6592592592592592,0.7185185185185184,0.8
32,0.6703703703703703,0.711111111111111,0.7222222222222222,0.7148148148148148,0.6703703703703704,0.7925925925925925
