num_features,DenoisingGraphEncoder
36,0.5916926884938858
35,0.5844994725373114
34,0.5867925550975178
33,0.5730004346172107
32,0.5785748269310103
31,0.5776238884890679
30,0.5720989301189727
29,0.5678754144170458
28,0.5649058647226329
27,0.5669096708853644
26,0.5625794581638276
25,0.5481417353974138
24,0.5465770130656171
23,0.5525377931282301
22,0.5449882512830241
21,0.5423005503478443
20,0.5292157618498432
19,0.5265185756198816
18,0.5297885431691324
17,0.5280767234880992
16,0.5521119084111982
15,0.5281110010348506
14,0.5321904807789786
13,0.5354310388957311
12,0.5195687151892191
11,0.5246624188605803
10,0.5194643769466183
9,0.5105054407450123
8,0.5177210901765469
7,0.5253012459361284
6,0.5236426242046655
5,0.514031410879884
4,0.5150807153417867
3,0.5098441801945037
2,0.5147170621884031
1,0.4954945853520951
