RandomForest,AdaBoost,XGB,features_amounts
0.9742234301627738,0.9742234301627738,0.9742234301627738,60
0.9740620251694139,0.9737727520774779,0.9740152200140857,59
0.9736266007084993,0.9735602210314495,0.9735218050153215,58
0.9738292521847318,0.9735514318614955,0.9736304849550697,57
0.9735410963004897,0.9734370365499799,0.9731672721845701,56
0.9737243799544665,0.9731249973112754,0.9736345657491526,55
0.9727722761613682,0.9729646322531036,0.9731885544185881,54
0.9728340965467959,0.9728207290217947,0.9729509422457949,53
0.9725860974885361,0.9728311882480156,0.9725424150401325,52
0.9720108518027768,0.9724882988089236,0.9724181133495087,51
0.9712960804979837,0.9730781052069439,0.9728311428999723,50
0.9732383111611526,0.9718980511759338,0.9720516686681077,49
0.9715942714368742,0.9717306742597719,0.9724290787383933,48
0.9719389250357942,0.9713900475500028,0.9708163256336404,47
0.9720031956425196,0.970403280355591,0.970457934285194,46
0.9722061650546167,0.9707806903242486,0.9708091709828395,45
0.9718894818001012,0.9720571427352157,0.9702379208440585,44
0.9712761651139228,0.9711920756209178,0.9705429251537533,43
0.9715484990824257,0.972147688378645,0.9709474964042372,42
0.9689960335617454,0.970678717527678,0.9689117265397472,41
0.9707902141630373,0.9699243858849309,0.9687167991908444,40
0.969964300405463,0.9704849545257146,0.9699924520322165,39
0.9709786951624244,0.9691731658022297,0.9691368934041383,38
0.9677043796188507,0.9704977151219623,0.9693450459925792,37
0.9669410197169009,0.9690004468958785,0.9693390036274234,36
0.968755624151779,0.9668088323775935,0.9686853373611509,35
0.9665233075401465,0.9682552857702456,0.9651346350534272,34
0.9676595417789244,0.9661776952757497,0.9674540888491666,33
0.9667837003611688,0.9620622086509145,0.9679201137552067,32
0.9665861176568908,0.9651863653661712,0.9662635383749963,31
0.9630868283754745,0.9656461898339043,0.9684581544152945,30
0.9653396239375501,0.9668095260740758,0.9648049907062033,29
0.9648189302429838,0.9650864992890776,0.9604252215306672,28
0.9578201181615317,0.9653626497109121,0.9608662487614359,27
0.9635475646443522,0.9625462381665351,0.9585475333226317,26
0.9624382738731967,0.9611137579081046,0.957246371915285,25
0.9545837993549787,0.9593729192667029,0.962736152986911,24
0.9583753192823972,0.9619898328669862,0.9603650347704134,23
0.9542347765112243,0.9604520272578079,0.9534259805322105,22
0.9580680793875507,0.9493123026785006,0.9531926693701861,21
0.9568826892165332,0.957130153360974,0.95712795385295,20
0.9558631751659386,0.9520255520721493,0.9513422528122801,19
0.9524123004075118,0.950746964502212,0.9466116801135245,18
0.9404392335457578,0.9532687045388496,0.9394062985902693,17
0.9431304188275165,0.9575729309665599,0.9424383302306689,16
0.9375259665235015,0.9446928027220529,0.9407583517293115,15
0.9321583250234239,0.9386238640995712,0.9459048482440497,14
0.9143021962918546,0.9227044454377831,0.9266177225806214,13
0.9265612817401486,0.9380971063998504,0.9408791600925841,12
0.9089764005842309,0.9174309770021672,0.9089912104506155,11
0.911408797093969,0.9040714595556244,0.9319705655050192,10
0.9139151388338715,0.9010487744950529,0.9200986901135513,9
0.9066772577364508,0.8749690045826652,0.8889598344002169,8
0.8574714131083413,0.8819904379157733,0.8463167732926091,7
0.8308908617525628,0.8392329877651941,0.8520035322375135,6
0.8131893232250963,0.8297194172401703,0.8357330006049757,5
0.8141157069136782,0.7945920891032625,0.8247020625603912,4
0.7998002606056145,0.7542751875198651,0.7896092097754945,3
0.703092153293223,0.692998773551416,0.7095533522484018,2
0.653323714823444,0.6554694034259845,0.6471951937804811,1
