num_features,CompleteRandomForest,XGB,DenoisingGraphEncoder,DAE,RandomForest,AdaBoost,LGBM
53,0.7929818374184447,0.7432551578204902,0.7801093281608182,0.7728795626873567,0.7876917651207901,0.7892787868100866,0.7266795979545053
52,0.7886792452830189,0.7359548580497267,0.7820490213366249,0.7741315464644684,0.7880620701816259,0.7879298183741845,0.7291130312114265
51,0.7856815376476811,0.7415270675365896,0.7766355140186916,0.7666196438017987,0.7830541350731794,0.7857168047963323,0.7171398342444013
50,0.7868453535531652,0.7465526362193616,0.7691941456533239,0.7721389525656851,0.7869864221477694,0.7832216540292718,0.7156233468524069
49,0.791482983600776,0.7417210368541702,0.7611708693352142,0.763145829659672,0.7859107741139129,0.7848174925057309,0.6943748897901605
48,0.7781872685593371,0.7326573796508553,0.7740962793158174,0.7664433080585434,0.777129254099806,0.7844824545935462,0.6980074061012167
47,0.7811673426203491,0.7246164697584201,0.7795979545053783,0.7655087286192911,0.7725797919238229,0.7861664609416328,0.7114265561629343
46,0.7740610121671663,0.7159407511902662,0.7653852935990125,0.7689825427614178,0.7686651384235585,0.7800564274378416,0.6971257273849409
45,0.7852583318638687,0.707794039851878,0.7594251454769883,0.7622994180920473,0.7554399576794215,0.7708957855757361,0.7076000705342972
44,0.7660377358490565,0.7109328160818198,0.7715041438899666,0.7596367483688943,0.758702168929642,0.7705254805149003,0.7235937224475402
43,0.7773761241403634,0.706295186034209,0.7746429201199083,0.7545759125374712,0.765226591430083,0.7883794745194851,0.7236113560218657
42,0.7644330805854347,0.7095221301357785,0.7467642391112679,0.7589137718215482,0.7752600952213015,0.7732322341738669,0.6822606242285311
41,0.7712749074237347,0.7150767060483159,0.7699171222006701,0.7661788044436607,0.7603597249162405,0.765508728619291,0.6811320754716981
40,0.7647328513489684,0.7052988890848175,0.7631634632339975,0.7466760712396402,0.7695820842884852,0.7773761241403632,0.6733380356198202
39,0.760994533591959,0.6991359548580498,0.7417386704284958,0.7456004232057839,0.7672368189031917,0.7652971257273848,0.6745194850996297
38,0.7800035267148651,0.6746076529712572,0.7695468171398343,0.7506788926115323,0.7579439252336448,0.7452918356550874,0.6657996825956622
37,0.7425762652089578,0.6994357256215834,0.7474872156586141,0.750802327631811,0.755281255510492,0.7705783812378769,0.6871980250396755
36,0.7255951331334861,0.7103332745547523,0.7490918709222358,0.7479456885910775,0.7610474343149357,0.7724034561805678,0.6433080585434668
35,0.766020102274731,0.7053429730206313,0.7536942338211956,0.7287074590019397,0.7618585787339093,0.7509962969493916,0.6730382648562865
34,0.7415006171751014,0.6697055193087639,0.7549638511726326,0.7328072650326221,0.749885381766884,0.7568947275612767,0.6889878328337156
33,0.7474343149356375,0.7046023628989596,0.7478751542937754,0.7346411567624757,0.7433962264150943,0.7534120966319874,0.6478927878681009
32,0.7348615764415447,0.6668312466937049,0.7400811144418973,0.7271028037383178,0.7072738494092753,0.7407159231176159,0.64581202609769
31,0.7424792805501675,0.6875859636748369,0.7417915711514724,0.737471345441721,0.7578469405748546,0.7537118673955211,0.6237700581907952
30,0.7576353376829482,0.6531211426556164,0.7302239463939341,0.6997178628107917,0.7393405043202257,0.7368365367660025,0.6254981484746958
29,0.7029448069123612,0.6539587374360782,0.7555457591253747,0.7051930876388643,0.7349585611003351,0.718427085170164,0.6528478222535707
28,0.7311320754716981,0.6536766002468701,0.7416505025568683,0.7545141950273321,0.7252953623699524,0.707723505554576,0.6730911655792629
27,0.6965085522835478,0.6820225709751367,0.7135425850819961,0.7304002821371892,0.7337153941103862,0.7369864221477693,0.6054487744665844
26,0.7223152883089402,0.6725445247751719,0.7011814494798095,0.7250661259037207,0.6882736730735319,0.7230294480691237,0.6123523188150237
25,0.7341738670428495,0.6655087286192911,0.7251278434138599,0.7266266972315288,0.730294480691236,0.7093722447540116,0.6170692999470994
24,0.7043290424969141,0.6484129783107035,0.7319696702521601,0.7251366602010226,0.7329130664785751,0.6921442426379827,0.6300299770763533
23,0.7205871980250397,0.6264768118497621,0.7178451772174219,0.7129783107035796,0.7236818903191676,0.738017986245812,0.6090548404161524
22,0.7116205254805148,0.6450273320402046,0.7286721918532887,0.6909275260095221,0.7141950273320401,0.6929113031211427,0.566460941632869
21,0.6773232234173867,0.6504232057838124,0.6868100864045142,0.7179774290248633,0.7019925938987833,0.6852495150767061,0.5965085522835479
20,0.7075912537471346,0.6073355669194145,0.704990301534121,0.7040909892435196,0.68743607829307,0.6867924528301886,0.6113824722271204
19,0.7132428143184624,0.6726944101569388,0.7003526714865103,0.6517016399224123,0.6890936342796685,0.6810174572385822,0.5851437136307529
18,0.6946570269793687,0.6765737965085524,0.700581907952742,0.7122465173690706,0.7028919061893845,0.6448598130841121,0.6174660553694233
17,0.6817757009345795,0.6210368541703404,0.6628107917474872,0.6560218656321637,0.6962793158173162,0.6845353553165225,0.6050872861929113
