num_features,DenoisingGraphEncoder
50,0.8233902202642132
49,0.8297583338350337
48,0.8446774302075625
47,0.85058935049267
46,0.8668145207461997
45,0.8512926755272872
44,0.8453892546383684
43,0.8708895090300182
42,0.8639363536882068
41,0.8689455672697696
40,0.867154968782426
39,0.8718415004267406
38,0.849609086798903
37,0.8670335572688135
36,0.8653654327196062
35,0.8685527062903796
34,0.8684966338849678
33,0.8796473694959032
32,0.8729031576437313
31,0.8838843775195693
30,0.8712962405517997
29,0.8448023241126691
28,0.8612664218368374
27,0.84408931921017
26,0.875303115618939
25,0.862096706602024
24,0.8464226395583146
23,0.838823471082575
22,0.8090775322003166
21,0.8363503828859937
20,0.8364827137627653
19,0.8394151825186308
18,0.8364831859514424
17,0.7995605694123257
16,0.7773938490341971
15,0.7956366815051958
14,0.8194197627487991
13,0.7292046926110736
12,0.745681244311602
11,0.7961998255262838
10,0.744861170626559
9,0.7828053673686932
8,0.6946721180849443
7,0.7049064535206978
6,0.7093102031709831
5,0.672118262015136
4,0.736349143390716
3,0.671709464667892
2,0.6061767591094049
1,0.5544570479472188
