num_features,WeightedGradientBoostingClassifier,CompleteGradientBoostingClassifier,LGBM
11,0.3960787673165292,0.9350479471519484,0.9241324935699416
6,0.2824567901107909,0.9412497345388773,0.8546873509185724
1,0.49718123890064725,0.6515754797023552,0.5199806303149933
