RandomForest,AdaBoost,XGB,features_amounts
0.7723648848070432,0.7269105918523721,0.74901186502781,24
0.7609180022339912,0.734671265697324,0.7215879370123759,23
0.7508220681969038,0.6914049641441722,0.7103659909211363,22
0.7385965082453907,0.7000584848597269,0.6972951613194959,21
0.7308314501168847,0.6840323324244572,0.6870262368100494,20
0.7147557090803107,0.6728255478060087,0.6738217989850729,19
0.6983345519184365,0.6449589005135049,0.6605552712609015,18
0.6910465253685014,0.6447265087686025,0.6405954480980051,17
0.6810515315927385,0.6259080508276649,0.6436000360331431,16
0.6879246725765825,0.6184707660455994,0.6179916152797527,15
0.6686611076022966,0.6059649640105894,0.621094475051525,14
0.6400342404262609,0.6143766251262803,0.5981016758413239,13
0.6377330484344397,0.5893614243069331,0.6131560323366164,12
0.6323246160084774,0.575269910113259,0.5835445414458224,11
0.6273559920668178,0.5758370367064232,0.5602342305467267,10
0.6409606404234293,0.5792893413248186,0.5664850224714474,9
0.6136483753918166,0.5683806064622512,0.5775591597460866,8
0.604833493579282,0.5426421951189516,0.560983078808964,7
0.5809139573191322,0.5368202706676216,0.5333759955518407,6
0.5796090161638935,0.5447461392786215,0.5414955081359799,5
0.5404309579619874,0.5615284192177838,0.5415545026223781,4
0.5569344029832133,0.5290704106111311,0.5204369486477824,3
0.5281425338093643,0.5331538063007548,0.514122630261919,2
0.5212201085629411,0.5173935500357751,0.5206903345770679,1
