RandomForest,AdaBoost,XGB,features_amounts
0.7591781706780105,0.7591781706780105,0.7591781706780105,24
0.756090960280419,0.7551956909897909,0.7567877836770212,23
0.7535161124385483,0.7442563078385073,0.7530752296253548,22
0.7496754713019691,0.7453546670953307,0.7491590785500938,21
0.7537147440058481,0.751935205059438,0.7468745946756005,20
0.7462757990520152,0.7427449061598655,0.7473002904011188,19
0.7277062386338525,0.7365237887441902,0.7357329798755087,18
0.7262369461786344,0.726943212229656,0.7349393298371952,17
0.7259826130788952,0.7306371765807832,0.725140815830278,16
0.7206902734894964,0.7217243798315784,0.7324929339552277,15
0.72527934333022,0.7342197241537921,0.7258530952581183,14
0.7190225997592128,0.7169145785048533,0.7140937483375949,13
0.7087282704972306,0.7181648542027832,0.7127516691285416,12
0.7099483950526331,0.7019923565365762,0.7134659748317645,11
0.7016993581713209,0.6914999030815066,0.6872436525144993,10
0.714495831472158,0.6965645362383631,0.6932955297337513,9
0.6987051213866471,0.6898579363898808,0.6880095033412932,8
0.6767593352385501,0.6584730845402993,0.6859696517859748,7
0.6832008317415098,0.6597135517711974,0.66754631590885,6
0.644187749600327,0.6644661180617941,0.6495807338644388,5
0.6147050956380822,0.6388943599907849,0.6396921229809777,4
0.6252805525471832,0.6180721046927167,0.5775883290997417,3
0.5814221404020202,0.5934176444330296,0.5870390591150169,2
0.5460037156227381,0.5554124953349276,0.5425259708151101,1
