num_features,RandomForest,AdaBoost,LGBM,XGB,LogisticRegression
24,0.7793478260869565,0.6989130434782609,0.7554347826086956,0.767391304347826,0.7423913043478262
23,0.7814130434782609,0.6898913043478261,0.750108695652174,0.7690217391304348,0.7263043478260869
22,0.7792391304347825,0.6947826086956522,0.75,0.7667391304347826,0.7178260869565217
21,0.7681521739130435,0.6779347826086958,0.7510869565217392,0.7660869565217392,0.7342391304347826
20,0.7642391304347826,0.6845652173913043,0.7554347826086956,0.7539130434782608,0.7243478260869566
19,0.7636956521739131,0.6819565217391304,0.7246739130434783,0.7498913043478261,0.7020652173913042
18,0.7673913043478261,0.6647826086956522,0.7428260869565217,0.7392391304347826,0.7006521739130435
17,0.7414130434782608,0.6651086956521739,0.72,0.6982608695652175,0.7469565217391305
16,0.758804347826087,0.6555978260869565,0.7093478260869566,0.7048369565217392,0.7015217391304348
15,0.7384239130434782,0.596304347826087,0.7039673913043478,0.6784239130434783,0.657608695652174
14,0.7448913043478261,0.6677173913043479,0.6939130434782609,0.6889130434782608,0.6789130434782609
13,0.7390760869565218,0.6774456521739131,0.6390760869565217,0.6546195652173914,0.6869565217391305
12,0.7315217391304347,0.6591847826086956,0.6479347826086956,0.6117391304347827,0.6395652173913043
11,0.7353260869565217,0.6741847826086956,0.6579347826086958,0.6452173913043479,0.6196739130434782
10,0.7121195652173913,0.6302173913043478,0.6679891304347826,0.646304347826087,0.6478260869565217
9,0.6812500000000001,0.573804347826087,0.5877173913043479,0.6566847826086957,0.6458695652173913
8,0.684891304347826,0.5896739130434783,0.6222826086956521,0.5707065217391305,0.657445652173913
7,0.7130434782608697,0.5896739130434783,0.6305434782608696,0.6394565217391304,0.5945108695652174
6,0.6052717391304346,0.5935869565217392,0.6109239130434783,0.583913043478261,0.5925
5,0.651358695652174,0.5545652173913044,0.5796195652173912,0.5621739130434783,0.6285326086956522
4,0.6476630434782609,0.5820108695652173,0.5726630434782609,0.58,0.584945652173913
3,0.6182065217391304,0.5204891304347826,0.5847282608695652,0.5906521739130436,0.5533152173913043
2,0.5661413043478262,0.5665760869565217,0.5178804347826087,0.5404347826086957,0.5490217391304347
1,0.5589130434782609,0.5405434782608696,0.5823913043478262,0.5102173913043477,0.5663043478260869
