num_features,NeuralNetwork,TeacherStudents,DAE,RandomForest,AdaBoost,LGBM,XGB,LogisticRegression
65,0.9708737864077669,0.9805825242718449,0.9611650485436893,0.9708737864077669,0.9514563106796118,0.9708737864077669,0.9708737864077669,0.9708737864077669
64,0.9631067961165047,0.9776699029126213,0.9592233009708737,0.9708737864077669,0.9524271844660195,0.9708737864077669,0.9689320388349515,0.9718446601941746
63,0.9689320388349515,0.9679611650485438,0.9592233009708737,0.9708737864077669,0.9485436893203885,0.9631067961165047,0.9650485436893204,0.9689320388349515
62,0.9601941747572814,0.9631067961165047,0.9553398058252427,0.9718446601941746,0.9165048543689321,0.9524271844660193,0.9436893203883494,0.945631067961165
61,0.9631067961165047,0.9592233009708739,0.9485436893203885,0.9660194174757282,0.9398058252427186,0.9679611650485438,0.9475728155339807,0.958252427184466
60,0.9572815533980583,0.9485436893203885,0.9475728155339807,0.9689320388349515,0.941747572815534,0.9689320388349515,0.9572815533980583,0.962135922330097
59,0.9611650485436893,0.9728155339805827,0.9572815533980581,0.9543689320388349,0.8388349514563107,0.9524271844660193,0.9359223300970874,0.958252427184466
58,0.9407766990291261,0.9359223300970874,0.9524271844660193,0.9563106796116505,0.9533980582524272,0.9407766990291261,0.937864077669903,0.9504854368932041
57,0.8951456310679612,0.9427184466019417,0.9485436893203885,0.9436893203883496,0.8825242718446601,0.9456310679611649,0.9291262135922331,0.9271844660194175
56,0.9320388349514565,0.9553398058252428,0.9475728155339805,0.9475728155339805,0.9067961165048543,0.9320388349514562,0.9271844660194175,0.9495145631067963
55,0.9339805825242719,0.9601941747572816,0.945631067961165,0.9533980582524272,0.8708737864077671,0.9485436893203885,0.903883495145631,0.9407766990291263
54,0.9097087378640778,0.9368932038834952,0.9524271844660195,0.9466019417475728,0.7757281553398059,0.9097087378640776,0.9475728155339805,0.9339805825242717
53,0.925242718446602,0.941747572815534,0.9436893203883494,0.9485436893203885,0.8038834951456308,0.941747572815534,0.9262135922330097,0.9300970873786408
52,0.9359223300970874,0.9427184466019419,0.9446601941747573,0.9398058252427186,0.8844660194174757,0.8951456310679614,0.9116504854368932,0.9398058252427184
51,0.8951456310679611,0.9359223300970874,0.9524271844660193,0.9611650485436893,0.7766990291262137,0.9184466019417477,0.8757281553398059,0.9359223300970874
