num_features,CompleteRandomForest,XGB,DenoisingGraphEncoder,DAE,RandomForest,AdaBoost,LGBM
60,0.9375,0.8993055555555556,0.7222222222222222,0.732638888888889,0.9027777777777779,0.8680555555555556,0.9444444444444444
59,0.9388888888888889,0.8993055555555556,0.7291666666666667,0.7243055555555556,0.8972222222222224,0.859375,0.9309027777777776
58,0.9295138888888888,0.8993055555555556,0.75625,0.7288194444444445,0.9003472222222223,0.8659722222222224,0.9427083333333334
57,0.9184027777777777,0.890625,0.7472222222222221,0.7208333333333334,0.8996527777777779,0.8805555555555555,0.9336805555555555
56,0.9163194444444445,0.8795138888888887,0.75,0.7246527777777778,0.8920138888888889,0.8625,0.9180555555555555
55,0.9229166666666666,0.8739583333333332,0.7833333333333333,0.7229166666666667,0.8857638888888889,0.85,0.9239583333333334
54,0.9170138888888889,0.8663194444444444,0.790625,0.7177083333333333,0.8774305555555555,0.865625,0.9430555555555555
53,0.8979166666666666,0.888888888888889,0.7947916666666666,0.7260416666666666,0.8861111111111111,0.8663194444444444,0.914236111111111
52,0.9083333333333334,0.8857638888888889,0.8239583333333333,0.7329861111111111,0.8791666666666667,0.8565972222222223,0.9156249999999998
51,0.9027777777777777,0.8704861111111111,0.8461805555555555,0.7416666666666667,0.8618055555555555,0.853125,0.8989583333333334
50,0.8951388888888889,0.8975694444444444,0.8336805555555555,0.7305555555555555,0.8590277777777778,0.8767361111111113,0.9124999999999999
49,0.8697916666666666,0.8840277777777779,0.8173611111111109,0.7357638888888889,0.85,0.8725694444444445,0.8996527777777776
48,0.8777777777777777,0.8833333333333334,0.7916666666666667,0.7197916666666667,0.8211805555555556,0.8246527777777777,0.9138888888888888
47,0.8465277777777777,0.8725694444444445,0.8041666666666666,0.7322916666666666,0.8479166666666668,0.8305555555555555,0.8836805555555556
46,0.8586805555555556,0.873263888888889,0.8017361111111111,0.728125,0.8378472222222222,0.84375,0.9038194444444446
45,0.8934027777777779,0.8677083333333334,0.8527777777777776,0.726736111111111,0.8076388888888889,0.8524305555555556,0.8690972222222223
44,0.8652777777777778,0.890625,0.8545138888888889,0.7284722222222222,0.8350694444444444,0.8305555555555555,0.8989583333333334
43,0.8430555555555556,0.8815972222222224,0.8475694444444445,0.7295138888888888,0.8236111111111111,0.8534722222222222,0.8572916666666666
42,0.8600694444444443,0.8590277777777778,0.7885416666666667,0.7347222222222223,0.8284722222222222,0.836111111111111,0.853125
41,0.8604166666666666,0.840625,0.8659722222222221,0.7118055555555556,0.828125,0.8239583333333333,0.8746527777777777
40,0.8152777777777779,0.8725694444444445,0.8743055555555556,0.7118055555555556,0.8052083333333332,0.8364583333333334,0.8833333333333332
39,0.851736111111111,0.8697916666666666,0.8229166666666666,0.7201388888888889,0.8104166666666668,0.83125,0.8798611111111111
38,0.8347222222222221,0.8399305555555555,0.8465277777777779,0.7315972222222223,0.788888888888889,0.7815972222222223,0.8805555555555555
37,0.8038194444444444,0.8440972222222223,0.8309027777777777,0.726388888888889,0.8090277777777779,0.8326388888888889,0.8565972222222221
36,0.8152777777777777,0.815625,0.859375,0.7076388888888889,0.8013888888888889,0.8260416666666666,0.8270833333333332
35,0.836111111111111,0.8274305555555556,0.8333333333333334,0.7388888888888888,0.7864583333333334,0.8145833333333334,0.8309027777777779
34,0.8173611111111111,0.8364583333333334,0.8715277777777777,0.7395833333333334,0.7836805555555555,0.8083333333333332,0.8503472222222221
33,0.8364583333333334,0.7895833333333333,0.8611111111111113,0.7229166666666667,0.7982638888888889,0.8013888888888887,0.8340277777777778
32,0.8190972222222221,0.8322916666666667,0.8569444444444443,0.7385416666666667,0.7725694444444444,0.8194444444444444,0.8885416666666666
31,0.7913194444444442,0.8149305555555555,0.8510416666666668,0.7472222222222222,0.798611111111111,0.7875,0.8694444444444442
30,0.7940972222222222,0.7902777777777779,0.8465277777777779,0.7229166666666667,0.773611111111111,0.8038194444444444,0.8288194444444444
29,0.7586805555555556,0.851736111111111,0.8743055555555556,0.7385416666666667,0.7621527777777778,0.820486111111111,0.8243055555555555
28,0.8166666666666668,0.821875,0.8572916666666666,0.7413194444444444,0.7649305555555557,0.7784722222222222,0.8232638888888889
27,0.7687499999999999,0.7725694444444444,0.8552083333333333,0.746875,0.7107638888888889,0.7680555555555555,0.8388888888888889
26,0.7604166666666666,0.8135416666666666,0.8625,0.7076388888888889,0.7142361111111112,0.8013888888888889,0.7954861111111111
25,0.7673611111111112,0.80625,0.846875,0.7381944444444445,0.7263888888888889,0.7729166666666666,0.8152777777777779
24,0.7854166666666667,0.7888888888888889,0.8659722222222221,0.7295138888888888,0.7097222222222223,0.7152777777777778,0.7895833333333334
23,0.7524305555555555,0.8218750000000001,0.8708333333333333,0.7232638888888889,0.75,0.8003472222222221,0.7878472222222224
22,0.7583333333333334,0.7743055555555556,0.867013888888889,0.7260416666666667,0.7347222222222223,0.8038194444444444,0.7809027777777777
21,0.8003472222222223,0.829861111111111,0.8559027777777777,0.7006944444444444,0.7138888888888888,0.7447916666666667,0.8232638888888889
20,0.7496527777777778,0.746875,0.8590277777777777,0.7215277777777778,0.7232638888888888,0.7402777777777778,0.8013888888888889
19,0.6944444444444444,0.7729166666666666,0.8538194444444445,0.6861111111111111,0.7079861111111112,0.7104166666666668,0.7642361111111111
18,0.7482638888888891,0.740625,0.826388888888889,0.725,0.7440972222222222,0.6722222222222223,0.8394097222222221
17,0.7541666666666667,0.7329861111111111,0.8253472222222221,0.690625,0.7156250000000001,0.7267361111111111,0.7729166666666666
16,0.7454861111111112,0.7645833333333334,0.8434027777777778,0.6958333333333333,0.7079861111111112,0.6527777777777778,0.773263888888889
15,0.725,0.7524305555555555,0.8274305555555556,0.6809027777777779,0.7326388888888887,0.7418402777777777,0.7057291666666667
14,0.7413194444444444,0.696875,0.8128472222222223,0.7204861111111112,0.642361111111111,0.6913194444444445,0.7184027777777777
13,0.7309027777777779,0.73125,0.8243055555555555,0.7225694444444446,0.715625,0.728125,0.7119791666666666
12,0.7069444444444444,0.7289930555555555,0.8482638888888887,0.7236111111111112,0.6670138888888888,0.7270833333333333,0.7550347222222221
11,0.7027777777777777,0.7125,0.8423611111111111,0.6930555555555554,0.7201388888888889,0.685763888888889,0.7215277777777777
10,0.7583333333333334,0.7097222222222223,0.8027777777777777,0.6923611111111111,0.663888888888889,0.7465277777777777,0.6850694444444445
9,0.6802083333333334,0.6506944444444445,0.7871527777777778,0.7295138888888889,0.6565972222222222,0.6618055555555555,0.6967013888888889
8,0.6524305555555556,0.6303819444444444,0.7777777777777778,0.7131944444444446,0.6604166666666667,0.6421874999999999,0.7164930555555555
7,0.6798611111111111,0.6788194444444444,0.8059027777777779,0.6517361111111112,0.6916666666666667,0.6729166666666667,0.7362847222222222
6,0.6338541666666666,0.697048611111111,0.7229166666666667,0.6666666666666667,0.596875,0.5972222222222222,0.7602430555555555
5,0.6036458333333333,0.7484375,0.7680555555555555,0.6350694444444445,0.6401041666666666,0.6618055555555555,0.6847222222222223
4,0.6630208333333334,0.5460069444444444,0.696875,0.6315972222222224,0.6649305555555556,0.6644097222222223,0.5517361111111112
3,0.6383680555555555,0.5921875,0.7781250000000001,0.6505208333333332,0.5557291666666666,0.6196180555555555,0.5265625
2,0.5385416666666666,0.5928819444444444,0.7038194444444444,0.6288194444444445,0.5267361111111112,0.5918402777777778,0.6234375
1,0.496875,0.5782986111111111,0.6961805555555556,0.6399305555555556,0.5875,0.5477430555555556,0.5548611111111111
