num_features,NeuralNetwork,TeacherStudents,DAE,RandomForest,AdaBoost,LGBM,XGB,LogisticRegression
65,0.9878735722109215,0.9881082772649037,0.9744171491159441,0.9807541855734628,0.982553590987326,0.98842121733688,0.9881082772649037,0.9862306368330463
64,0.979197308715381,0.9862462838366453,0.9745032076357377,0.9809888906274449,0.9821780629009546,0.987341574088562,0.9871538100453764,0.9809575966202473
63,0.9880143952433109,0.9872163980597716,0.9741042090439681,0.9805507745266782,0.9819902988577688,0.9879674542325144,0.986856516976999,0.980143952433109
62,0.975473321858864,0.986418400876232,0.974972617743702,0.980488186512283,0.9717806290095448,0.9864966358942263,0.9838053512752308,0.9848380535127523
61,0.9565091534971053,0.9862306368330463,0.9755046158660615,0.9794867782819591,0.9786731340948209,0.9834141761852605,0.9875606321389453,0.9810358316382413
60,0.9854639336567047,0.9848537005163512,0.9740963855421686,0.9807385385698639,0.9758019089344391,0.9816147707713971,0.9830073540916915,0.9777030198716947
59,0.9476529494601784,0.9863558128618368,0.9735252699108121,0.9804099514942889,0.9790956031919889,0.981880769832577,0.980143952433109,0.9795963073071506
58,0.9411672664684712,0.984540760444375,0.974370208105148,0.9802847754654984,0.9686277577843843,0.9740572680331716,0.9814504772336097,0.9727116257236741
57,0.941644500078235,0.9811140666562352,0.9729932717884525,0.9803943044906902,0.9691910499139414,0.9788608981380065,0.9825848849945237,0.9800813644187137
56,0.9676028790486623,0.9828039430449069,0.9751525582850883,0.9777499608824909,0.964723830386481,0.9831716476294791,0.9853622281333125,0.9749804412455015
55,0.9608120794867782,0.9818964168361759,0.9761226725082148,0.9792207792207794,0.9692927554373337,0.970802691284619,0.9726490377092786,0.9736660929432015
54,0.9516507588796745,0.9822250039117508,0.9761461430136128,0.975277734313879,0.9703019871694571,0.9794398372711626,0.9735174464090127,0.9568925050852762
53,0.9315756532624002,0.9804881865122826,0.9772257862619309,0.9784853700516353,0.9679314661242371,0.9765999061179784,0.9736269754342043,0.9744015021123456
52,0.918776404318573,0.9793928962603662,0.9744640901267407,0.9779846659364733,0.9717962760131433,0.9774370208105146,0.9800657174151148,0.9679705836332342
51,0.9161007667031764,0.9756219683930528,0.9748943827257079,0.9755828508840556,0.9649115944296668,0.9696369895165073,0.9725160381786887,0.9608981380065718
50,0.8931074949147237,0.9796119543107494,0.97408073853857,0.9770223752151462,0.9689094038491628,0.9753403223282742,0.982209356908152,0.9336410577374433
49,0.9145047723360978,0.97618526052261,0.9737443279611956,0.9772805507745266,0.958394617430762,0.9746049131591299,0.9644969488342982,0.9571115631356596
48,0.9118604287278986,0.9746362071663276,0.973853856986387,0.9716554529807542,0.9651619464872478,0.9797371303395399,0.9573306211860431,0.9595994367078704
47,0.9018385229228603,0.9701142231262713,0.9750508527616961,0.9724925676732905,0.9515177593490847,0.9572993271788451,0.9577139727742136,0.9704584572054451
46,0.8958926615553121,0.967751525582851,0.9678062900954467,0.9743780316069472,0.9639962447191361,0.948302300109529,0.9669144108903144,0.9625410733844468
